Food Name,region,diet_type,ingredients,calories,carbs,fat,protein
Mixed Vegetable Curry,Karnataka,Veg,None,280,40,10,8
Curd Rice with Pickle,Karnataka,Veg,Dairy,350,55,10,6
Paneer Tikka,Karnataka,Veg,Dairy,400,15,30,10
Pulao with Curd,Karnataka,Veg,Dairy,350,60,12,15
Vegetable Kabab,Karnataka,Veg,None,250,35,10,8
Egg Biryani,Karnataka,Non-Veg,None,550,65,25,20
Vegetable Uthappam,Karnataka,Veg,Gluten,300,50,12,8
Tomato Chutney,Karnataka,Veg,None,100,15,2,7
Masala Egg Curry,Karnataka,Non-Veg,None,450,15,30,14
Dal Tadka,Karnataka,Veg,None,300,55,10,7
Kadai Paneer,Karnataka,Veg,Dairy,400,25,30,15
Vegetable Quesadilla,Karnataka,Veg,Dairy,350,40,15,10
Vegetable Soup with Noodles,Karnataka,Veg,Gluten,250,35,8,6
Chicken Stew,Karnataka,Non-Veg,None,500,20,35,20
Litti Chokha,Jharkhand,Veg,None,450,65,18,10
Thekua,Jharkhand,Veg,Gluten,300,45,12,20
Dal Pitha,Jharkhand,Veg,None,400,50,15,10
Chana Sattu,Jharkhand,Vegan,None,250,40,5,12
Khar,Jharkhand,Veg,None,150,20,7,5
Rugda,Jharkhand,Veg,None,350,55,10,8
Kachori,Jharkhand,Veg,Gluten,400,50,20,8
Pakhala Bhata,Jharkhand,Veg,None,200,35,2,4
Murgi Curry,Jharkhand,Non-Veg,None,500,10,30,35
Biryani,Jharkhand,Non-Veg,None,600,80,20,25
Mutton Curry,Jharkhand,Non-Veg,None,550,15,35,30
Aloo Bharta,Jharkhand,Veg,None,300,50,10,5
Roti,Jharkhand,Veg,Gluten,150,30,2,5
Chana Masala,Jharkhand,Veg,None,350,60,8,15
Murgi Ka Salan,Jharkhand,Non-Veg,None,550,20,30,20
Tandoori Chicken,Jharkhand,Non-Veg,None,400,5,25,10
Vegetable Pulao,Jharkhand,Veg,None,450,70,15,10
Khichdi,Jharkhand,Veg,None,350,60,10,12
Samosa,Jharkhand,Veg,Gluten,300,45,15,20
Tamarind Rice,Jharkhand,Veg,None,400,60,10,15
Egg Curry,Jharkhand,Non-Veg,None,500,10,25,20
Pulao,Jharkhand,Veg,None,450,70,15,12
Raita,Jharkhand,Veg,Dairy,150,8,6,5
Paneer Tikka,Jharkhand,Veg,Dairy,350,10,25,12
Masoor Dal,Jharkhand,Veg,None,250,40,5,15
Tandoori Roti,Jharkhand,Veg,Gluten,180,35,2,5
Butter Chicken,Jharkhand,Non-Veg,Dairy,600,20,40,25
Gosht Biryani,Jharkhand,Non-Veg,None,650,85,25,30
Dalma,Jharkhand,Veg,None,350,50,10,12
Aloo Chokha,Jharkhand,Veg,None,300,50,8,5
Pitha,Jharkhand,Veg,None,250,45,5,15
Chole Bhature,Jharkhand,Veg,Gluten,600,80,25,15
Kadhi Pakora,Jharkhand,Veg,"Dairy, Gluten",400,45,20,12
Chicken Korma,Jharkhand,Non-Veg,Dairy,550,15,35,20
Mutton Korma,Jharkhand,Non-Veg,Dairy,600,10,40,25
Pork Vindaloo,Jharkhand,Non-Veg,None,650,25,35,20
Bhindi Masala,Jharkhand,Veg,None,200,15,10,5
Baigan Bharta,Jharkhand,Veg,None,300,25,15,10
Chana Dal,Jharkhand,Veg,None,350,55,10,12
Samosa Chaat,Jharkhand,Veg,Gluten,400,60,20,15
Murgi Kofta,Jharkhand,Non-Veg,None,550,20,35,25
Fish Curry,Jharkhand,Non-Veg,None,450,10,25,15
Pakora,Jharkhand,Veg,Gluten,300,35,15,12
Mutton Keema,Jharkhand,Non-Veg,None,500,15,30,20
Vegetable Curry,Jharkhand,Veg,None,350,45,12,10
Fish Fry,Jharkhand,Non-Veg,None,400,10,25,15
Vegetable Korma,Jharkhand,Veg,None,400,50,15,10
Chole,Jharkhand,Veg,None,350,60,8,15
Chicken Biryani,Jharkhand,Non-Veg,None,650,85,25,30
Chana Chaat,Jharkhand,Veg,None,250,45,10,12
Masala Dosa,Jharkhand,Veg,Gluten,350,55,15,12
Pork Curry,Jharkhand,Non-Veg,None,550,25,30,20
Vegetable Soup,Jharkhand,Veg,None,100,15,2,4
Mutton Biryani,Jharkhand,Non-Veg,None,650,80,25,30
Chana Madra,Himachal Pradesh,Veg,Dairy,250,35,8,10
Siddu,Himachal Pradesh,Veg,Gluten,300,40,12,7
Chana Dal,Himachal Pradesh,Veg,None,200,35,4,10
Pateer,Himachal Pradesh,Veg,Dairy,350,45,15,12
Dham,Himachal Pradesh,Veg,None,400,50,18,15
Bhaat,Himachal Pradesh,Veg,None,220,50,5,7
Khatta Meat,Himachal Pradesh,Non-Veg,None,500,20,25,30
Thukpa,Himachal Pradesh,Non-Veg,None,350,40,10,20
Kullu Trout,Himachal Pradesh,Non-Veg,None,250,5,20,25
Pulao,Himachal Pradesh,Veg,None,300,60,10,8
Raita,Himachal Pradesh,Veg,Dairy,150,10,5,6
Rogan Josh,Himachal Pradesh,Non-Veg,None,450,20,30,25
Aloo Ka Raita,Himachal Pradesh,Veg,Dairy,180,15,6,5
Chole Bhature,Himachal Pradesh,Veg,Gluten,600,80,25,15
Himachali Kadi,Himachal Pradesh,Veg,Dairy,220,15,7,8
Himachali Chicken Curry,Himachal Pradesh,Non-Veg,None,500,15,30,35
Paneer Tikka,Himachal Pradesh,Veg,Dairy,250,10,15,18
Tandoori Chicken,Himachal Pradesh,Non-Veg,None,350,10,25,30
Gahat Ki Dal,Himachal Pradesh,Veg,None,220,40,5,12
Khatta,Himachal Pradesh,Veg,None,270,20,10,15
Mutton Korma,Himachal Pradesh,Non-Veg,None,550,20,35,30
Noodles,Himachal Pradesh,Veg,None,350,60,12,8
Veggie Pakoras,Himachal Pradesh,Veg,Gluten,400,30,25,10
Butter Chicken,Himachal Pradesh,Non-Veg,Dairy,500,15,30,35
Rajma,Himachal Pradesh,Veg,None,250,40,5,10
Cucumber Salad,Himachal Pradesh,Veg,None,80,10,1,2
Methi Thepla,Himachal Pradesh,Veg,Gluten,300,50,10,8
Chana Samosa,Himachal Pradesh,Veg,Gluten,250,30,12,8
Aloo Keema,Himachal Pradesh,Non-Veg,None,400,20,20,25
Kadha Prashad,Himachal Pradesh,Veg,Dairy,300,60,8,5
Ginger Tea,Himachal Pradesh,Veg,None,80,5,0,0
Bhutte Ka Kees,Himachal Pradesh,Veg,Dairy,200,30,8,6
Masala Dosa,Himachal Pradesh,Veg,Gluten,350,50,15,10
Himachali Rice Pudding,Himachal Pradesh,Veg,Dairy,350,60,10,20
Egg Curry,Himachal Pradesh,Non-Veg,None,400,10,20,25
Vegetable Soup,Himachal Pradesh,Veg,None,150,15,5,7
Himachali Roti,Himachal Pradesh,Veg,Gluten,250,40,5,7
Kangri Dham,Himachal Pradesh,Veg,Dairy,300,50,15,12
Veg Pulao,Himachal Pradesh,Veg,None,350,60,8,10
Petha,Himachal Pradesh,Veg,None,200,50,0,30
Aloo Ki Subzi,Himachal Pradesh,Veg,None,250,35,8,6
Paneer Butter Masala,Himachal Pradesh,Veg,Dairy,400,20,25,18
Himachali Kachori,Himachal Pradesh,Veg,Gluten,350,50,18,10
Kashmiri Saag,Himachal Pradesh,Veg,None,300,15,10,12
Mutton Stew,Himachal Pradesh,Non-Veg,None,500,20,30,35
Puri,Himachal Pradesh,Veg,Gluten,250,40,15,10
Vegetable Biryani,Himachal Pradesh,Veg,None,400,70,12,10
Mutton Shami Kebab,Himachal Pradesh,Non-Veg,None,400,15,20,30
Himachali Thali,Himachal Pradesh,Veg,Dairy,600,80,25,15
Chicken Momos,Himachal Pradesh,Non-Veg,None,350,30,15,20
Channa Chaat,Himachal Pradesh,Veg,None,200,25,5,8
Bhindi Masala,Himachal Pradesh,Veg,None,180,15,7,6
Himachali Saag,Himachal Pradesh,Veg,None,250,20,10,8
Mutton Kofta,Himachal Pradesh,Non-Veg,None,500,20,30,35
Vegetable Korma,Himachal Pradesh,Veg,Dairy,400,35,15,12
Chana Pulao,Himachal Pradesh,Veg,None,300,60,8,10
Himachali Khichdi,Himachal Pradesh,Veg,None,350,55,10,12
Vegetable Cutlet,Himachal Pradesh,Veg,Gluten,250,30,10,5
Fish Curry,Himachal Pradesh,Non-Veg,None,400,10,25,30
Himachali Chutney,Himachal Pradesh,Veg,None,100,10,2,4
Kadhi Pakora,Himachal Pradesh,Veg,Dairy,350,30,15,12
Ginger Lemon Tea,Himachal Pradesh,Veg,None,70,7,0,2
Himachali Paneer Tikka,Himachal Pradesh,Veg,Dairy,300,15,20,18
Mutton Rogan Josh,Himachal Pradesh,Non-Veg,None,550,15,35,30
Veg Pakoras,Himachal Pradesh,Veg,Gluten,400,35,20,12
Aloo Paratha,Himachal Pradesh,Veg,Gluten,350,50,15,10
Vegetable Stew,Himachal Pradesh,Veg,None,200,15,7,6
Mutton Biryani,Himachal Pradesh,Non-Veg,None,500,60,25,35
Himachali Rajma,Himachal Pradesh,Veg,None,250,40,5,12
Methi Paratha,Himachal Pradesh,Veg,Gluten,300,50,10,8
Chicken Korma,Himachal Pradesh,Non-Veg,Dairy,400,20,25,30
Gajar Halwa,Himachal Pradesh,Veg,Dairy,300,25,10,20
Vegetable Khichdi,Himachal Pradesh,Veg,None,350,55,10,12
Himachali Masoor Dal,Himachal Pradesh,Veg,None,220,40,5,10
Egg Bhurji,Himachal Pradesh,Non-Veg,None,350,10,20,25
Himachali Aloo Gobi,Himachal Pradesh,Veg,None,200,20,7,6
Fish Fry,Himachal Pradesh,Non-Veg,None,300,15,20,25
Bhutta,Himachal Pradesh,Veg,None,150,35,2,6
Mutton Korma,Himachal Pradesh,Non-Veg,None,500,20,30,35
Vegetable Pakora,Himachal Pradesh,Veg,Gluten,400,30,20,12
Aloo Tikki,Himachal Pradesh,Veg,Gluten,250,30,12,6
Chole Chaat,Himachal Pradesh,Veg,None,200,30,5,8
Himachali Mutton Curry,Himachal Pradesh,Non-Veg,None,500,15,30,35
Dum Aloo,Himachal Pradesh,Veg,None,300,40,12,10
Pulao,Himachal Pradesh,Veg,None,350,60,12,8
Egg Curry,Himachal Pradesh,Non-Veg,None,400,10,25,30
Bajra Khichdi,Haryana,Veg,Gluten,320,60,10,12
Besan Masala Roti,Haryana,Veg,Gluten,200,35,8,7
Kachri ki Sabzi,Haryana,Veg,None,180,28,7,6
Bajra Roti,Haryana,Vegan,Gluten,250,45,5,9
Churma,Haryana,Veg,"Gluten, Dairy",400,50,15,5
Dahi Bhalla,Haryana,Veg,"Dairy, Gluten",280,35,10,6
Methi Thepla,Haryana,Veg,Gluten,300,40,12,8
Hara Dhania Chutney,Haryana,Vegan,None,50,10,2,1
Kadhi Pakora,Haryana,Veg,"Gluten, Dairy",400,45,18,10
Bajre ki Khichdi,Haryana,Vegan,Gluten,300,50,8,11
Chole Bhature,Haryana,Veg,Gluten,450,55,20,15
Kachori,Haryana,Veg,Gluten,350,40,18,8
Ghevar,Haryana,Veg,"Dairy, Gluten",500,60,25,4
Paneer Pakora,Haryana,Veg,"Dairy, Gluten",350,35,20,12
Bajre ki Roti,Haryana,Vegan,Gluten,220,38,6,9
Dahi Aloo,Haryana,Veg,Dairy,280,40,10,6
Sarson ka Saag,Haryana,Vegan,None,250,20,15,9
Makai Roti,Haryana,Vegan,Gluten,200,40,5,7
Aloo Paratha,Haryana,Veg,"Gluten, Dairy",400,60,18,10
Dal Makhni,Haryana,Veg,Dairy,450,50,22,18
Lassi,Haryana,Veg,Dairy,250,35,10,5
Bajra Kheer,Haryana,Veg,Dairy,350,50,12,8
Kadhi,Haryana,Veg,"Dairy, Gluten",300,35,10,8
Methi Paratha,Haryana,Veg,Gluten,300,45,15,8
Aloo Gobhi,Haryana,Veg,None,200,30,8,5
Missi Roti,Haryana,Vegan,Gluten,230,35,7,9
Bhalle,Haryana,Veg,"Gluten, Dairy",300,35,12,8
Chana Dal,Haryana,Vegan,None,320,45,10,12
Methi Gajar,Haryana,Vegan,None,180,20,7,5
Raita,Haryana,Veg,Dairy,120,10,5,3
Aloo Methi,Haryana,Veg,None,220,30,8,5
Churma Ladoo,Haryana,Veg,"Gluten, Dairy",400,50,15,5
Tinda Masala,Haryana,Vegan,None,150,20,5,4
Rajma,Haryana,Vegan,None,350,50,10,15
Bhindi Masala,Haryana,Vegan,None,200,25,8,7
Pinni,Haryana,Veg,"Dairy, Nuts",450,50,20,8
Jeera Aloo,Haryana,Vegan,None,200,30,8,4
Besan ki Roti,Haryana,Vegan,Gluten,250,35,8,9
Dahi Ka Raita,Haryana,Veg,Dairy,120,12,6,3
Aloo Bhujia,Haryana,Veg,None,250,35,12,6
Makki ki Roti,Haryana,Vegan,None,200,38,5,7
Khichdi,Haryana,Vegan,None,300,50,8,11
Moong Dal Halwa,Haryana,Veg,Dairy,450,60,20,8
Tamatar Chutney,Haryana,Vegan,None,60,8,3,1
Kadhi Chawal,Haryana,Veg,"Gluten, Dairy",350,50,15,10
Chana Masala,Haryana,Vegan,None,300,45,12,10
Baigan Bharta,Haryana,Vegan,None,180,20,7,5
Masala Chaach,Haryana,Veg,Dairy,100,10,5,2
Biryani,Haryana,Non-Veg,None,500,60,20,15
Aloo Methi Paratha,Haryana,Veg,Gluten,350,50,15,10
Gond ke Laddu,Haryana,Veg,"Dairy, Nuts",400,50,20,12
Gur Chana,Haryana,Vegan,None,200,30,8,6
Kachri ki Chutney,Haryana,Vegan,None,50,10,1,1
Masala Papad,Haryana,Veg,Gluten,120,15,6,3
Pulao,Haryana,Veg,None,350,55,12,8
Ghar ki Chai,Haryana,Veg,None,70,5,1,0
Aloo Jeera,Haryana,Vegan,None,220,30,8,5
Bhutte ka Kees,Haryana,Vegan,None,180,25,6,7
Rajma Chawal,Haryana,Vegan,None,400,65,12,14
Palak Paratha,Haryana,Veg,Gluten,300,40,10,8
Makki ki Khichdi,Haryana,Vegan,Gluten,300,50,8,12
Ghee Rice,Haryana,Veg,Dairy,400,55,20,7
Hara Saag,Haryana,Vegan,None,150,15,5,5
Kheer,Haryana,Veg,Dairy,350,45,12,10
Khichdi with Curd,Haryana,Veg,"Dairy, Gluten",320,55,10,12
Tandoori Roti,Haryana,Vegan,Gluten,250,35,6,8
Methi Malai Chicken,Haryana,Non-Veg,Dairy,500,30,25,20
Chole,Haryana,Vegan,None,300,45,10,10
Bhindi Do Pyaza,Haryana,Vegan,None,200,25,8,7
Paneer Tikka,Haryana,Veg,Dairy,350,15,20,8
Aloo Gobi Paratha,Haryana,Veg,Gluten,350,50,15,10
Gatte ki Sabzi,Haryana,Veg,Gluten,280,30,12,7
Rajasthani Kadhi,Haryana,Veg,Dairy,300,35,12,8
Kachori Chaat,Haryana,Veg,Gluten,350,40,20,10
Palak Paneer,Haryana,Veg,Dairy,400,25,18,8
Rawa Idli,Haryana,Veg,Gluten,250,40,7,5
Jeera Rice,Haryana,Veg,None,300,60,8,4
Bhindi Fry,Haryana,Vegan,None,180,20,6,4
Baingan ka Bharta,Haryana,Vegan,None,200,25,7,5
Rajma Masala,Haryana,Vegan,None,350,50,12,15
Paneer Butter Masala,Haryana,Veg,Dairy,450,25,20,10
Dahi Ke Kebab,Haryana,Veg,Dairy,250,20,12,8
Dal Tadka,Haryana,Vegan,None,300,40,10,14
Chole Pulao,Haryana,Vegan,None,350,60,15,10
Ghee ke Parathe,Haryana,Veg,"Dairy, Gluten",400,50,20,8
Paneer Kofta,Haryana,Veg,Dairy,400,30,20,12
Dal Chawal,Haryana,Vegan,None,350,55,12,14
Kheer with Jaggery,Haryana,Veg,Dairy,350,45,12,12
Bhindi Masala,Haryana,Vegan,None,200,25,8,7
Gatte ka Pulao,Haryana,Veg,Gluten,350,60,15,10
Poriya,Haryana,Veg,None,250,30,10,6
Pulao with Raita,Haryana,Veg,Dairy,350,55,12,8
Methi Malai Paneer,Haryana,Veg,Dairy,450,30,25,10
Kadhi Pakora Rice,Haryana,Veg,"Dairy, Gluten",400,60,15,10
Chana dal Roti,Haryana,Vegan,Gluten,250,35,8,9
Tandoori Chicken,Haryana,Non-Veg,None,500,20,30,25
Chana dal khichdi,Haryana,Vegan,None,300,50,10,12
Vegetable Biryani,Haryana,Veg,None,400,60,15,10
Paneer Bhurji,Haryana,Veg,Dairy,350,20,20,8
Gundar ki Chikki,Haryana,Veg,Nuts,400,50,20,10
Bajra Chilla,Haryana,Vegan,Gluten,250,35,7,9
Tandoori Roti with Dal,Haryana,Veg,Gluten,350,55,10,10
Baingan Tamatar,Haryana,Vegan,None,200,25,8,5
Methi Thepla with Curd,Haryana,Veg,"Dairy, Gluten",350,45,12,10
Palak Dal,Haryana,Vegan,None,300,45,10,12
Ghee Rice with Curry,Haryana,Veg,Dairy,450,55,20,10
Aloo Baingan,Haryana,Vegan,None,220,30,8,6
Methi Poori,Haryana,Veg,Gluten,350,50,15,10
Pulao with Kadhi,Haryana,Veg,Dairy,350,55,12,8
Churma with Ghee,Haryana,Veg,"Dairy, Gluten",450,60,25,10
Methi Paratha with Pickle,Haryana,Veg,Gluten,350,45,15,8
Ghee Laddu,Haryana,Veg,"Dairy, Nuts",400,50,20,10
Chana Dal with Rice,Haryana,Vegan,None,320,55,12,14
Aloo Tamatar Curry,Haryana,Vegan,None,220,30,8,5
Biryani with Raita,Haryana,Veg,Dairy,500,60,20,15
Rajma with Rice,Haryana,Vegan,None,400,65,12,14
Chole with Bhature,Haryana,Veg,Gluten,450,60,20,15
Bhindi with Roti,Haryana,Vegan,Gluten,250,30,10,7
Chana Dal with Roti,Haryana,Vegan,Gluten,300,40,12,9
Palak with Paneer,Haryana,Veg,Dairy,400,25,20,10
Bhutte ke Kebab,Haryana,Vegan,None,180,20,5,4
Rajma Chawal with Curd,Haryana,Vegan,Dairy,400,65,12,14
Chana Dal with Curd,Haryana,Vegan,Dairy,300,50,12,10
Paneer with Capsicum,Haryana,Veg,Dairy,350,20,20,8
Masoor Dal,Haryana,Vegan,None,280,40,8,15
Vegetable Khichdi,Haryana,Vegan,None,320,50,10,12
Khichdi with Pickle,Haryana,Vegan,None,320,55,12,12
Ghee Paratha,Haryana,Veg,"Dairy, Gluten",350,50,15,10
Paneer Tikka with Salad,Haryana,Veg,Dairy,400,15,25,10
Kachori with Chutney,Haryana,Veg,Gluten,350,45,20,10
Masala Chaas,Haryana,Veg,Dairy,90,8,4,2
Aloo Bhindi,Haryana,Vegan,None,220,30,8,6
Dhokla,Gujarat,Veg,Gluten,150,25,3,7
Thepla,Gujarat,Veg,"Gluten, Dairy",180,30,4,5
Khandvi,Gujarat,Veg,Dairy,120,20,2,5
Undhiyu,Gujarat,Veg,None,300,40,10,8
Fafda,Gujarat,Veg,Gluten,250,40,10,5
Handvo,Gujarat,Veg,"Gluten, Dairy",220,35,8,6
Mohanthal,Gujarat,Veg,"Nuts, Dairy",400,50,20,6
Patra,Gujarat,Veg,None,160,30,2,5
Sev Khamani,Gujarat,Veg,Gluten,220,35,8,6
Dal Dhokli,Gujarat,Veg,"Gluten, Dairy",250,40,6,8
Khakra,Gujarat,Veg,Gluten,100,18,2,4
Shrikhand,Gujarat,Veg,Dairy,200,30,8,5
Chorafali,Gujarat,Veg,None,180,30,7,4
Bhajiya,Gujarat,Veg,Gluten,300,40,15,6
Sev Tameta,Gujarat,Veg,None,250,30,12,5
Ghughra,Gujarat,Veg,"Dairy, Gluten",200,25,8,4
Gathiya,Gujarat,Veg,Gluten,280,35,12,6
Bharela Ringan,Gujarat,Veg,None,200,25,8,5
Surti Locho,Gujarat,Veg,None,230,35,5,7
Dudhi Halwa,Gujarat,Veg,"Dairy, Nuts",350,45,18,5
Bharela Marcha,Gujarat,Veg,None,100,15,4,2
Khichu,Gujarat,Veg,None,150,28,2,5
Dabeli,Gujarat,Veg,"Gluten, Nuts",350,40,15,8
Lasaniya Bataka,Gujarat,Veg,None,250,35,10,5
Sukhdi,Gujarat,Veg,Dairy,400,50,20,5
Khaman,Gujarat,Veg,Gluten,120,20,2,7
Besan Ladoo,Gujarat,Veg,"Nuts, Dairy",300,40,12,5
Paatra,Gujarat,Veg,None,200,30,5,6
Surati Sev,Gujarat,Veg,Gluten,280,35,12,4
Gujarati Kadhi,Gujarat,Veg,Dairy,120,20,4,4
Batata Nu Shaak,Gujarat,Veg,None,200,30,8,5
Chaas,Gujarat,Veg,Dairy,80,10,2,4
Lassi,Gujarat,Veg,Dairy,250,30,10,6
Rotla,Gujarat,Veg,Gluten,120,25,2,4
Farsi Puri,Gujarat,Veg,Gluten,150,30,6,4
Muthiya,Gujarat,Veg,Gluten,220,35,8,5
Samosa,Gujarat,Veg,Gluten,300,40,15,5
Farsan,Gujarat,Veg,Gluten,250,40,8,6
Ghari,Gujarat,Veg,"Dairy, Gluten",450,55,25,8
Bhinda Nu Shaak,Gujarat,Veg,None,180,30,8,4
Kachori,Gujarat,Veg,Gluten,300,45,12,6
Vada Pav,Gujarat,Veg,Gluten,350,45,15,8
Lilva Kachori,Gujarat,Veg,Gluten,250,40,10,6
Sabudana Khichdi,Gujarat,Vegan,None,200,40,5,4
Dal Tadka,Gujarat,Veg,None,150,25,4,6
Nankhatai,Gujarat,Veg,"Dairy, Gluten",220,35,10,4
Papdi,Gujarat,Veg,Gluten,180,30,6,4
Churma Ladoo,Gujarat,Veg,"Nuts, Dairy",300,40,12,5
Makai No Chevdo,Gujarat,Vegan,None,250,45,8,6
Bhungra,Gujarat,Veg,None,200,35,5,5
Keri No Ras,Gujarat,Vegan,None,100,25,0,1
Ringan No Oro,Gujarat,Veg,None,150,25,5,4
Ponk,Gujarat,Vegan,None,150,30,2,4
Prawn Balchao,Goa,Non-Veg,"Seafood, Garlic",320,20,18,25
Goan Fish Curry,Goa,Non-Veg,"Fish, Coconut",350,25,15,30
Bebinca,Goa,Veg,"Eggs, Coconut",410,45,20,8
Sorpotel,Goa,Non-Veg,Pork,480,15,35,25
Xacuti,Goa,Non-Veg,"Chicken, Coconut",390,22,24,26
Prawn Curry,Goa,Non-Veg,"Seafood, Coconut",310,20,12,22
Goan Poi,Goa,Vegan,Gluten,210,40,5,7
Sannas,Goa,Vegan,"Rice, Coconut",150,30,3,2
Fried Fish,Goa,Non-Veg,Fish,320,12,20,28
Vindaloo,Goa,Non-Veg,"Pork, Vinegar",500,15,35,25
Fish Recheado,Goa,Non-Veg,"Fish, Vinegar",360,18,22,28
Khatkhate,Goa,Veg,Coconut,270,40,10,6
Rissois,Goa,Non-Veg,"Eggs, Seafood",340,25,18,22
Ros Omlette,Goa,Non-Veg,"Eggs, Chicken",420,30,25,20
Patoleo,Goa,Vegan,"Rice, Coconut",190,38,3,3
Fish Caldine,Goa,Non-Veg,"Fish, Coconut",310,18,15,22
Chouricos,Goa,Non-Veg,Pork,450,12,35,18
Ambotik,Goa,Non-Veg,Fish,330,25,15,30
Goan Red Rice,Goa,Vegan,Gluten-Free,220,45,2,4
Sol Kadi,Goa,Vegan,Coconut,100,8,5,2
Prawn Rawa Fry,Goa,Non-Veg,Seafood,370,22,22,28
Bafad,Goa,Non-Veg,Beef,500,15,35,30
Samarachi Kodi,Goa,Non-Veg,"Seafood, Coconut",350,28,18,22
Goan Sausage Pulao,Goa,Non-Veg,Pork,470,50,25,18
Crab Xec Xec,Goa,Non-Veg,"Crab, Coconut",380,20,20,25
Chicken Cafreal,Goa,Non-Veg,Chicken,390,18,28,26
Cucumber Kismur,Goa,Vegan,Coconut,120,15,8,4
Vegetable Caldin,Goa,Vegan,Coconut,210,28,10,6
Moonga Gathi,Goa,Vegan,Mung Beans,260,40,12,10
Tisreo Sukem,Goa,Non-Veg,"Clams, Coconut",300,18,20,22
Goan Prawn Pulao,Goa,Non-Veg,"Prawns, Rice",450,50,22,28
Fish Kismur,Goa,Non-Veg,Fish,320,12,18,28
Mushroom Xacuti,Goa,Veg,Coconut,250,28,15,8
Alsande Tonak,Goa,Vegan,Black-Eyed Peas,240,30,12,10
Shark Ambot Tik,Goa,Non-Veg,Shark,400,20,25,30
Goan Crab Curry,Goa,Non-Veg,"Crab, Coconut",370,22,20,28
Kismur,Goa,Vegan,"Coconut, Raw Mango",140,20,8,4
Fonna Kadi,Goa,Vegan,Coconut,100,15,5,3
Fish Roe,Goa,Non-Veg,Fish Roe,350,12,22,30
Mutton Sukka,Goa,Non-Veg,Mutton,460,15,32,28
Green Coconut Chutney,Goa,Vegan,Coconut,90,10,5,2
Prawn Molho,Goa,Non-Veg,"Seafood, Vinegar",310,18,15,25
Banana Halwa,Goa,Veg,"Banana, Coconut",350,55,15,5
Mango Sasav,Goa,Vegan,Raw Mango,180,30,5,3
Vegetable Khatkhate,Goa,Vegan,Coconut,220,32,12,6
Bottled Masala,Goa,Vegan,"Coconut, Spices",110,10,8,3
Rawa Fried Mussels,Goa,Non-Veg,Mussels,390,22,25,28
Kokum Curry,Goa,Vegan,Kokum,80,8,2,1
Tamarind Fish Curry,Goa,Non-Veg,"Fish, Tamarind",320,20,18,28
Cashew Feni,Goa,Vegan,Cashew,150,10,0,0
Tizaan,Goa,Vegan,Rice Flour,180,35,2,4
Goan Bebinca,Goa,Veg,"Coconut, Eggs",390,50,20,10
Chana Ros,Goa,Vegan,Chickpeas,260,35,10,12
Crab Bhurjee,Goa,Non-Veg,Crab,320,18,15,22
Shark Fry,Goa,Non-Veg,Shark,350,12,20,30
Feijoada,Goa,Non-Veg,"Beans, Pork",460,40,25,20
Pork Sorpotel,Goa,Non-Veg,Pork,500,15,35,25
Goan Fish Fry,Goa,Non-Veg,Fish,340,12,18,30
Fried Mussels,Goa,Non-Veg,Mussels,400,20,22,28
Beef Assado,Goa,Non-Veg,Beef,480,15,35,30
Mushroom Recheado,Goa,Veg,Mushrooms,240,28,10,8
Fish Hooman,Goa,Non-Veg,Fish,320,18,18,25
Fish Roe Curry,Goa,Non-Veg,Fish Roe,330,20,22,28
Pork Vindaloo,Goa,Non-Veg,"Pork, Vinegar",480,15,35,25
Spicy Rawa Fried Fish,Goa,Non-Veg,Fish,350,20,18,30
Coconut Ladoo,Goa,Veg,"Coconut, Sugar",290,40,15,4
Rawa Fried Prawns,Goa,Non-Veg,Prawns,370,18,22,28
Chana Bhaji,Goa,Vegan,Chickpeas,240,35,10,12
Goan Fish Cutlet,Goa,Non-Veg,Fish,330,20,15,30
Goan Style Omelette,Goa,Non-Veg,Eggs,300,18,20,22
Pork Amsol,Goa,Non-Veg,"Pork, Kokum",450,20,30,22
Peixe Recheado,Goa,Non-Veg,Fish,320,18,18,25
Ambadyachi Uddamethi,Goa,Vegan,"Mango, Coconut",160,25,6,4
Mackerel Rava Fry,Goa,Non-Veg,Mackerel,350,12,18,28
Fonna Kadi,Goa,Vegan,Coconut,110,12,5,3
Beef Croquettes,Goa,Non-Veg,Beef,430,20,30,28
Fish Amotik,Goa,Non-Veg,Fish,340,20,18,28
Prawn Balchao,Goa,Non-Veg,Prawns,320,20,18,25
Mango Sasav,Goa,Vegan,Mango,180,30,5,3
Chana Samosa,Chhattisgarh,Veg,Gluten,180,25,8,5
Bara,Chhattisgarh,Veg,Gluten,200,30,6,6
Aamat,Chhattisgarh,Non-Veg,None,250,15,12,20
Chana Badi,Chhattisgarh,Veg,None,170,18,7,6
Thethri,Chhattisgarh,Veg,Gluten,160,22,9,4
Faraa,Chhattisgarh,Veg,Gluten,140,20,4,4
Dubki Kadi,Chhattisgarh,Veg,Dairy,180,28,6,6
Chausela,Chhattisgarh,Veg,Gluten,230,30,8,8
Chana Dal Puri,Chhattisgarh,Veg,Gluten,190,32,6,5
Bafauri,Chhattisgarh,Vegan,None,150,22,5,7
Bhajia,Chhattisgarh,Veg,Gluten,220,25,10,6
Muthiya,Chhattisgarh,Veg,None,160,18,5,6
Bore Baasi,Chhattisgarh,Veg,None,180,35,5,4
Arsa,Chhattisgarh,Veg,Gluten,150,28,3,3
